MS.Zoning,Lot.Frontage,Lot.Area,Street,Alley,Land.Contour,Lot.Config,Neighborhood,Condition.1,Condition.2,Bldg.Type,House.Style,Overall.Qual,Year.Built,Year.Remod.Add,Roof.Style,Roof.Matl,Exterior.1st,Exterior.2nd,Mas.Vnr.Type,Mas.Vnr.Area,Exter.Qual,Foundation,Bsmt.Qual,Bsmt.Cond,Bsmt.Exposure,BsmtFin.Type.1,BsmtFin.SF.1,Total.Bsmt.SF,Heating,Heating.QC,Central.Air,Electrical,X1st.Flr.SF,X2nd.Flr.SF,Gr.Liv.Area,Bsmt.Full.Bath,Full.Bath,Half.Bath,Kitchen.Qual,TotRms.AbvGrd,Functional,Fireplaces,Fireplace.Qu,Garage.Type,Garage.Finish,Garage.Cars,Garage.Area,Garage.Qual,Garage.Cond,Paved.Drive,Wood.Deck.SF,Open.Porch.SF,Misc.Feature,Sale.Type,Sale.Condition,SalePrice
RL,60,7200,Pave,NA,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,5,1972,2000,Gable,CompShg,VinylSd,VinylSd,NA,0,2,CBlock,3,3,1,5,671,864,GasA,3,1,4,864,0,864,1,1,0,4,5,Typ,0,0,Detchd,3,2,576,4,5,Y,155,0,NA,WD ,Normal,127000
RL,48,6240,Pave,NA,Lvl,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,8,2006,2007,Hip,CompShg,MetalSd,MetalSd,BrkFace,196,3,PConc,4,3,1,6,24,1342,GasA,4,1,4,1342,0,1342,0,2,0,3,6,Typ,1,4,Attchd,2,2,550,3,3,Y,0,35,NA,WD ,Normal,219500
RL,67,5604,Pave,NA,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,5,1925,1950,Gable,CompShg,Stucco,Stucco,NA,0,2,CBlock,3,3,1,3,468,864,GasA,2,0,3,864,0,864,1,1,0,2,5,Typ,0,0,NA,0,0,0,0,0,Y,0,0,NA,WD ,Normal,98000
FV,34,3230,Pave,Pave,Lvl,Corner,Somerst,Norm,Norm,TwnhsE,2Story,6,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,1129,2,PConc,4,3,1,6,419,729,GasA,3,1,4,729,729,1458,0,2,1,2,5,Typ,1,2,Detchd,1,2,440,3,3,Y,0,32,NA,WD ,Normal,176000
RL,73,17227,Pave,NA,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,8,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,158,3,PConc,4,3,4,6,915,1341,GasA,4,1,4,1341,0,1341,1,1,1,3,5,Typ,1,3,Attchd,2,2,482,3,3,Y,240,84,NA,WD ,Normal,246900
RL,64,6400,Pave,NA,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,5,1959,2000,Gable,CompShg,WdShing,Wd Shng,NA,0,2,CBlock,3,3,3,3,77,960,GasA,4,1,4,960,0,960,1,1,0,1,4,Typ,0,0,Detchd,1,1,392,3,3,Y,144,0,NA,WD ,Normal,131750
RL,0,9556,Pave,NA,Lvl,Corner,Gilbert,Norm,Norm,1Fam,1Story,7,1992,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,52,2,PConc,4,3,1,1,0,1168,GasA,3,1,4,1187,0,1187,0,2,0,3,6,Typ,0,0,Attchd,2,2,420,3,3,Y,0,21,NA,WD ,Normal,160000
RL,70,10552,Pave,NA,Lvl,Inside,Nonemes,Norm,Norm,1Fam,1Story,5,1959,1959,Hip,CompShg,BrkFace,BrkFace,NA,0,2,CBlock,3,3,1,3,1018,1398,GasA,3,1,4,1700,0,1700,0,1,1,3,6,Typ,1,4,Attchd,2,2,447,3,3,Y,0,38,NA,WD ,Normal,165500
RL,60,9550,Pave,NA,Lvl,Corner,Crawfor,Norm,Norm,1Fam,2Story,7,1915,1970,Gable,CompShg,Wd Sdng,Wd Shng,NA,0,2,BrkTil,3,4,1,5,216,756,GasA,3,1,4,961,756,1717,1,1,0,3,7,Typ,1,4,Detchd,1,3,642,3,3,Y,0,35,NA,WD ,Abnorml,140000
RM,21,1491,Pave,NA,Lvl,Inside,MeadowV,Norm,Norm,TwnhsE,SFoyer,4,1972,1972,Gable,CompShg,CemntBd,CmentBd,NA,0,2,CBlock,4,3,3,2,150,630,GasA,4,1,4,630,0,630,1,1,0,2,3,Typ,0,0,NA,0,0,0,0,0,Y,96,24,NA,WD ,Normal,75500
RM,0,3950,Pave,Grvl,Bnk,Inside,OldTown,Artery,Norm,1Fam,1.5Fin,6,1926,2004,Gable,CompShg,MetalSd,MetalSd,NA,0,2,CBlock,3,3,1,3,468,818,GasA,2,1,4,818,406,1224,0,1,0,2,5,Typ,0,0,Detchd,1,1,210,3,3,N,0,0,NA,WD ,Normal,115000
RL,70,7000,Pave,NA,Lvl,Inside,Nonemes,Artery,Norm,1Fam,1Story,5,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0,2,CBlock,3,3,1,4,468,864,GasA,3,1,4,864,0,864,0,1,0,2,5,Typ,0,0,Attchd,1,1,336,3,3,Y,0,0,NA,WD ,Normal,105000
RL,0,11425,Pave,NA,Lvl,Corner,Nonemes,Norm,Norm,1Fam,1Story,5,1954,1954,Gable,CompShg,BrkFace,BrkFace,NA,0,2,CBlock,3,3,1,4,486,1008,GasA,3,1,4,1008,0,1008,0,1,0,2,4,Typ,1,4,Attchd,2,1,275,3,3,Y,0,0,NA,WD ,Normal,137000
RL,85,14115,Pave,NA,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1.5Fin,5,1993,1995,Gable,CompShg,VinylSd,VinylSd,NA,0,2,Wood,4,3,1,6,732,796,GasA,4,1,4,796,566,1362,1,1,1,2,5,Typ,0,0,Attchd,1,2,480,3,3,Y,40,30,Shed,WD ,Normal,143000
RL,70,8092,Pave,NA,Lvl,Inside,Nonemes,Norm,Norm,1Fam,1Story,6,1954,2000,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,176,2,CBlock,3,3,1,5,824,1050,GasA,4,1,4,1050,0,1050,1,1,0,3,6,Typ,0,0,Attchd,2,1,286,3,3,Y,0,0,NA,WD ,Abnorml,156000
RM,57,6876,Pave,NA,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,2Story,6,1927,1950,Gable,CompShg,Plywood,Plywood,NA,0,2,CBlock,3,2,1,4,522,720,GasA,1,1,4,1146,784,1930,1,2,0,2,8,Typ,0,0,Attchd,1,1,316,3,3,Y,0,0,NA,WD ,Normal,149000
RL,24,2280,Pave,NA,Lvl,FR2,NPkVill,Norm,Norm,Twnhs,1Story,7,1975,1975,Gable,CompShg,Plywood,Brk Cmn,NA,0,2,CBlock,4,3,1,1,0,836,GasA,4,1,4,836,0,836,0,1,0,2,4,Typ,0,0,Attchd,1,1,308,3,3,Y,0,30,NA,WD ,Normal,120000
RL,74,11988,Pave,NA,HLS,Inside,Crawfor,Norm,Norm,1Fam,2Story,6,1934,1995,Hip,CompShg,Stucco,Stucco,NA,0,2,CBlock,3,3,1,2,326,715,GasA,1,1,3,849,811,1660,0,1,1,2,6,Typ,1,4,Detchd,1,1,240,3,3,Y,0,0,NA,WD ,Normal,188700
RM,55,4388,Pave,NA,Bnk,Inside,OldTown,Feedr,Norm,1Fam,1.5Unf,5,1930,1950,Gable,CompShg,WdShing,Wd Sdng,NA,0,2,BrkTil,3,3,1,2,116,672,GasA,4,1,4,840,0,840,0,1,0,2,5,Typ,1,3,NA,0,0,0,0,0,N,0,0,NA,WD ,Normal,87000
RL,60,9900,Pave,NA,Lvl,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,6,1940,1950,Gable,CompShg,VinylSd,VinylSd,NA,0,2,BrkTil,3,3,1,1,0,778,GasA,2,1,4,944,545,1489,0,2,0,2,7,Typ,1,4,Detchd,1,1,240,3,3,Y,335,0,NA,WD ,Normal,139500
RL,0,9156,Pave,NA,Lvl,Inside,NWAmes,PosN,Norm,1Fam,1Story,6,1968,1968,Hip,CompShg,BrkFace,BrkFace,NA,0,2,CBlock,3,3,1,1,0,1489,GasA,3,1,4,1489,0,1489,0,2,0,3,7,Typ,1,4,Attchd,2,2,462,3,3,Y,0,0,NA,WD ,Normal,185750
RL,72,10007,Pave,NA,Lvl,Inside,Nonemes,Norm,Norm,1Fam,1Story,5,1959,2006,Gable,CompShg,HdBoard,HdBoard,BrkFace,54,3,CBlock,3,3,1,5,806,1053,GasA,4,1,4,1053,0,1053,1,1,1,3,5,Typ,0,0,Attchd,2,1,312,3,3,Y,0,0,NA,WD ,Normal,145500
RM,103,12205,Pave,NA,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,3,1949,1992,Gable,CompShg,MetalSd,MetalSd,NA,0,2,BrkTil,2,2,1,1,0,448,GasA,3,1,4,1588,0,1588,0,2,0,2,6,Maj2,0,0,NA,0,0,0,0,0,N,0,0,NA,WD ,Abnorml,65000
RL,70,9100,Pave,NA,Lvl,Corner,Nonemes,Feedr,Norm,1Fam,1Story,5,1958,1958,Gable,CompShg,VinylSd,VinylSd,NA,0,2,CBlock,3,3,1,4,521,864,GasA,2,1,4,864,0,864,1,1,0,2,5,Typ,0,0,Detchd,1,2,624,3,3,Y,0,0,NA,WD ,Normal,129900
RL,54,7244,Pave,NA,Lvl,Inside,Mitchel,Norm,Norm,1Fam,SFoyer,5,1970,1970,Gable,CompShg,VinylSd,VinylSd,NA,0,2,CBlock,4,3,3,5,619,768,GasA,4,1,4,768,0,768,1,1,0,2,5,Typ,0,0,Detchd,1,2,624,3,3,Y,104,0,NA,WD ,Normal,129500
RL,65,8772,Pave,NA,Lvl,FR2,CollgCr,Norm,Norm,1Fam,1Story,7,2005,2006,Gable,CompShg,VinylSd,VinylSd,NA,0,3,PConc,4,3,2,6,996,1336,GasA,4,1,4,1336,0,1336,1,2,0,3,6,Typ,0,0,Attchd,1,2,502,3,3,Y,136,43,NA,New,Partial,198000
RL,76,11355,Pave,NA,Lvl,Corner,Nonemes,Norm,Norm,1Fam,1Story,7,1958,2001,Gable,Tar&Grv,HdBoard,HdBoard,BrkFace,125,2,CBlock,3,3,1,4,637,1312,GasA,4,1,4,1312,0,1312,0,1,1,2,6,Typ,1,4,Attchd,2,2,495,3,3,Y,0,304,Othr,WD ,Normal,186000
RL,81,10944,Pave,NA,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,7,1994,1994,Gable,CompShg,VinylSd,VinylSd,BrkFace,448,3,PConc,4,3,1,6,1000,1223,GasA,4,1,4,1223,904,2127,1,2,1,3,5,Typ,2,3,Attchd,2,2,525,3,3,Y,171,132,NA,WD ,Normal,271000
FV,0,2403,Pave,NA,Lvl,FR2,Somerst,Norm,Norm,TwnhsE,2Story,7,2003,2003,Gable,CompShg,VinylSd,VinylSd,NA,0,3,PConc,4,3,1,6,244,530,GasA,4,1,4,530,550,1080,0,2,1,3,4,Typ,0,0,Attchd,2,2,496,3,3,Y,0,50,NA,WD ,Normal,147110
RL,65,8450,Pave,NA,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,266,3,PConc,4,3,2,6,946,1436,GasA,4,1,4,1436,0,1436,1,2,0,3,8,Typ,0,0,Attchd,1,2,484,3,3,Y,139,98,NA,WD ,Normal,210000
RL,66,12778,Pave,NA,Lvl,Inside,Nonemes,Norm,Norm,1Fam,1Story,5,1952,2003,Gable,CompShg,MetalSd,MetalSd,NA,0,2,CBlock,3,3,1,6,658,1008,GasA,4,1,3,1008,0,1008,1,1,0,2,4,Typ,0,0,Attchd,2,1,280,3,3,Y,0,154,NA,WD ,Normal,139500
RL,65,7514,Pave,NA,Lvl,Inside,Nonemes,Norm,Norm,1Fam,1Story,5,1967,1975,Hip,CompShg,MetalSd,MetalSd,NA,0,2,CBlock,3,3,2,5,373,943,GasA,2,1,4,1387,0,1387,1,1,0,2,6,Typ,1,3,Attchd,2,1,300,3,3,Y,0,0,NA,WD ,Normal,145000
RM,63,7628,Pave,NA,Lvl,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,4,1940,1985,Gable,CompShg,MetalSd,MetalSd,NA,0,2,BrkTil,3,3,1,1,0,801,GasA,3,1,3,1095,561,1656,0,2,0,2,8,Mod,0,0,Detchd,1,2,440,3,3,Y,187,0,NA,WD ,Normal,119164
RL,64,7242,Pave,NA,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,2005,2006,Gable,CompShg,VinylSd,VinylSd,NA,0,3,PConc,4,3,1,1,0,1270,GasA,4,1,4,1270,0,1270,0,2,0,3,6,Typ,0,0,Attchd,2,2,524,3,3,Y,0,96,NA,WD ,Normal,175900
RL,53,7155,Pave,NA,Lvl,Inside,Crawfor,Norm,Norm,1Fam,2Story,6,1926,1991,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0,2,BrkTil,3,3,1,1,0,686,GasA,2,1,4,686,775,1461,0,1,0,2,6,Typ,1,4,Detchd,1,1,225,3,3,N,0,0,NA,WD ,Normal,135000
RL,74,8740,Pave,NA,Lvl,Inside,Sawyer,Norm,Norm,1Fam,SFoyer,5,1982,1982,Hip,CompShg,HdBoard,HdBoard,NA,0,2,CBlock,3,3,3,5,672,840,GasA,2,1,4,860,0,860,1,1,0,2,4,Typ,0,0,Detchd,1,2,528,3,3,Y,0,0,NA,WD ,Normal,137000
RL,82,12438,Pave,NA,Lvl,Inside,StoneBr,Norm,Norm,1Fam,2Story,8,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,466,4,PConc,5,4,1,1,0,1234,GasA,4,1,4,1264,1312,2576,0,2,1,4,10,Typ,1,4,BuiltIn,3,3,666,3,3,Y,324,100,NA,New,Partial,361919
RL,94,12883,Pave,NA,Lvl,Corner,NridgHt,Norm,Norm,1Fam,1Story,8,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,256,3,PConc,4,3,1,1,0,1544,GasA,4,1,4,1544,0,1544,0,2,0,3,7,Typ,0,0,Attchd,2,3,868,3,3,Y,0,35,NA,New,Partial,290941
RL,70,7700,Pave,NA,Lvl,Corner,CollgCr,Norm,Norm,1Fam,1Story,5,1972,1972,Gable,CompShg,VinylSd,VinylSd,NA,0,2,CBlock,3,3,1,2,138,882,GasA,2,1,4,882,0,882,1,1,0,2,5,Typ,0,0,Detchd,1,2,461,3,3,Y,96,0,NA,WD ,Normal,112500
FV,40,3606,Pave,Pave,Lvl,Inside,Somerst,Norm,Norm,TwnhsE,1Story,7,2006,2007,Gable,CompShg,VinylSd,VinylSd,NA,0,3,PConc,5,4,1,6,937,1352,GasA,4,1,4,1352,0,1352,1,2,0,3,5,Typ,1,4,Attchd,2,2,466,3,3,Y,0,241,NA,New,Partial,194000
RL,60,10950,Pave,NA,Lvl,Inside,Nonemes,Norm,Norm,1Fam,1Story,5,1952,1952,Gable,CompShg,WdShing,Wd Shng,NA,0,2,CBlock,3,3,1,4,339,864,GasA,2,1,4,1064,0,1064,0,1,0,1,4,Typ,0,0,Detchd,1,1,318,3,3,Y,0,0,NA,WD ,Normal,135000
RL,70,11207,Pave,NA,HLS,FR2,Gilbert,Norm,Norm,1Fam,2Story,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,NA,0,2,PConc,4,3,3,6,714,802,GasA,3,1,4,802,709,1511,1,2,1,2,8,Typ,1,3,Attchd,3,2,413,3,3,Y,95,75,NA,WD ,Normal,185000
RL,64,7040,Pave,NA,Lvl,Inside,SawyerW,Feedr,Norm,Duplex,SFoyer,5,1979,1979,Gable,CompShg,Plywood,Plywood,BrkFace,216,2,CBlock,4,3,3,6,1094,1094,GasA,2,1,4,1229,0,1229,2,0,2,3,6,Typ,2,3,Detchd,1,2,672,3,3,Y,120,0,NA,WD ,Alloca,148325
RL,75,8100,Pave,NA,Lvl,Inside,Sawyer,Feedr,Norm,1Fam,1Story,5,1961,2007,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0,2,CBlock,3,3,1,5,764,864,GasA,4,1,4,864,0,864,1,1,0,3,5,Typ,1,3,Detchd,1,1,420,3,3,Y,132,0,NA,WD ,Normal,135000
RL,85,10130,Pave,NA,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,8,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,260,3,PConc,4,3,3,6,1294,1702,GasA,4,1,4,1702,0,1702,1,2,0,3,7,Typ,1,4,Attchd,2,3,844,3,3,Y,0,69,NA,WD ,Normal,275500
RL,62,7162,Pave,NA,Lvl,Inside,Edwards,Norm,Norm,1Fam,2Story,7,2003,2004,Hip,CompShg,HdBoard,Stucco,BrkFace,190,3,PConc,4,3,1,1,0,796,GasA,4,1,4,806,918,1724,0,2,1,3,8,Typ,1,4,BuiltIn,3,2,616,3,3,Y,168,57,NA,WD ,Normal,196500
RM,50,5000,Pave,NA,Lvl,Inside,BrkSide,Feedr,Norm,1Fam,1.5Fin,5,1941,2006,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0,2,CBlock,3,3,1,5,600,672,GasA,4,1,4,832,378,1210,0,1,0,3,6,Typ,0,0,Detchd,1,1,240,3,3,P,0,0,NA,WD ,Normal,124000
RM,60,5160,Pave,NA,Lvl,Corner,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,1927,1950,Gable,CompShg,MetalSd,MetalSd,NA,0,2,BrkTil,3,3,1,1,0,1204,GasA,2,1,3,1204,462,1666,0,1,0,2,4,Typ,0,0,Detchd,1,1,384,2,3,Y,0,0,NA,WD ,Normal,135000
RL,60,9120,Pave,Pave,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,7,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0,2,PConc,3,3,1,3,329,1026,GasA,4,1,4,1133,687,1820,1,2,0,2,8,Typ,0,0,Detchd,1,1,240,3,3,N,0,100,NA,WD ,Normal,184000
RL,107,10615,Pave,NA,Bnk,Corner,OldTown,Artery,Artery,2fmCon,2Story,3,1900,1970,Gable,CompShg,HdBoard,HdBoard,NA,0,2,CBlock,2,3,2,4,440,978,GasA,2,1,4,1014,685,1699,1,2,0,2,7,Typ,0,0,CarPort,1,2,420,2,2,Y,0,74,NA,WD ,Abnorml,95000
RM,24,1612,Pave,NA,Lvl,Inside,Blueste,Norm,Norm,Twnhs,2Story,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,NA,0,2,CBlock,4,3,1,1,0,561,GasA,2,1,4,561,668,1229,0,1,1,2,5,Typ,1,3,Attchd,3,2,462,3,3,Y,154,0,NA,WD ,Normal,121000
RL,86,11500,Pave,NA,Lvl,Inside,Crawfor,Norm,Norm,1Fam,1.5Fin,7,1936,1987,Gable,CompShg,BrkFace,BrkFace,NA,0,3,CBlock,4,3,1,3,223,1017,GasA,3,1,4,1020,1037,2057,0,1,1,3,6,Typ,1,4,Attchd,3,1,180,2,3,Y,0,0,NA,WD ,Normal,250000
RL,74,8892,Pave,NA,Lvl,Corner,Nonemes,Norm,Norm,1Fam,1Story,5,1953,1996,Gable,CompShg,WdShing,Wd Shng,NA,0,3,Stone,3,3,3,1,0,105,GasA,3,1,4,910,0,910,0,1,0,3,5,Typ,0,0,Attchd,1,2,414,3,3,Y,196,0,NA,WD ,Normal,116000
RL,74,9627,Pave,NA,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,2007,2007,Gable,CompShg,VinylSd,VinylSd,NA,0,3,PConc,4,3,3,6,24,1351,GasA,4,1,4,1361,0,1361,0,2,0,3,6,Typ,0,0,Attchd,2,2,610,3,3,Y,0,50,NA,WD ,Normal,193000
RL,0,17600,Pave,NA,Lvl,Inside,Nonemes,Norm,Norm,1Fam,1Story,6,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,30,2,CBlock,3,3,1,4,1270,1478,GasA,4,1,3,1478,0,1478,1,2,0,2,6,Typ,2,4,Attchd,1,2,498,3,3,Y,0,40,NA,WD ,Normal,157500
RL,0,11454,Pave,NA,Lvl,Corner,SawyerW,Norm,Norm,1Fam,SLvl,8,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,302,3,PConc,4,3,4,6,770,1401,GasA,4,1,4,1511,0,1511,1,2,0,3,6,Typ,1,2,Attchd,3,3,811,3,3,Y,168,42,NA,WD ,Normal,225000
RL,0,8246,Pave,NA,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,1968,2001,Gable,CompShg,Plywood,Plywood,NA,0,2,CBlock,3,3,2,3,188,1060,GasA,4,1,4,1060,0,1060,1,1,0,3,6,Typ,1,3,Attchd,1,1,270,3,3,Y,406,90,NA,WD ,Normal,154000
RL,0,3696,Pave,NA,Lvl,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,8,1986,1986,Gable,CompShg,HdBoard,HdBoard,NA,0,3,CBlock,4,3,1,1,0,1074,GasA,4,1,4,1088,0,1088,0,1,1,3,5,Typ,0,0,Attchd,2,2,461,3,3,Y,0,74,NA,WD ,Normal,170000
RL,76,9880,Pave,NA,Lvl,Inside,Mitchel,Norm,Norm,1Fam,SLvl,6,1977,1977,Gable,CompShg,Plywood,Plywood,NA,0,2,CBlock,3,3,3,5,522,1096,GasA,2,1,4,1118,0,1118,1,1,0,2,6,Typ,1,1,Attchd,3,1,358,3,3,Y,203,0,NA,WD ,Normal,171000
C (all),60,5280,Pave,NA,Lvl,Corner,IDOTRR,Feedr,Norm,1Fam,2Story,4,1895,1950,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0,2,Stone,1,2,1,1,0,173,GasA,4,0,4,825,536,1361,0,1,0,2,6,Typ,0,0,Detchd,1,1,185,2,3,Y,0,123,NA,WD ,Normal,89000
RM,90,15660,Pave,NA,Lvl,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,5,1910,2003,Gable,CompShg,VinylSd,VinylSd,NA,0,2,CBlock,3,3,1,1,0,240,GasA,2,1,4,810,496,1306,0,1,1,3,6,Typ,0,0,Detchd,1,2,472,2,3,N,0,0,NA,WD ,Normal,130000
RM,21,1953,Pave,NA,Lvl,Inside,BrDale,Norm,Norm,Twnhs,2Story,6,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,408,2,CBlock,3,2,1,4,309,483,GasA,2,1,4,483,504,987,0,1,1,2,5,Typ,0,0,Detchd,1,1,264,3,3,Y,72,0,NA,WD ,Normal,83000
RL,78,11700,Pave,NA,Lvl,Inside,NWAmes,RRAn,Norm,1Fam,2Story,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,NA,0,2,CBlock,3,3,1,3,298,727,GasA,4,1,4,829,727,1556,0,1,1,2,8,Typ,0,0,Attchd,1,2,441,3,3,Y,0,0,NA,WD ,Normal,154000
RL,68,7820,Pave,NA,Lvl,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,9,2007,2007,Hip,CompShg,MetalSd,MetalSd,BrkFace,362,4,PConc,5,3,1,1,0,1869,GasA,4,1,4,1869,0,1869,0,2,0,4,6,Typ,1,4,Attchd,2,2,617,3,3,Y,210,54,NA,New,Partial,318061
RM,70,12702,Pave,NA,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,5,1956,1956,Gable,CompShg,BrkFace,BrkFace,NA,0,2,PConc,0,0,0,0,0,0,GasA,3,1,3,882,0,882,0,1,0,2,4,Typ,0,0,Detchd,1,1,308,3,3,Y,0,45,NA,WD ,Normal,97000
RM,76,7630,Pave,NA,Lvl,Inside,OldTown,Feedr,Norm,2fmCon,2Story,5,1900,1996,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0,2,BrkTil,4,3,1,1,0,360,GasA,3,1,4,1032,780,1812,0,2,0,3,8,Typ,1,1,Detchd,1,2,672,3,3,N,344,0,NA,WD ,Normal,140000
RL,65,10816,Pave,NA,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,9,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,364,4,PConc,5,3,4,6,1104,1720,GasA,4,1,4,1720,0,1720,1,2,0,4,8,Typ,1,4,Attchd,2,3,846,3,3,Y,208,104,NA,WD ,Normal,332000
RL,66,10235,Pave,NA,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,8,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,306,3,PConc,4,3,3,1,0,1643,GasA,4,1,4,1651,0,1651,0,2,0,3,7,Typ,1,4,Attchd,2,3,870,3,3,Y,192,64,NA,New,Partial,246500
RL,57,8013,Pave,NA,Lvl,Corner,StoneBr,Norm,Norm,TwnhsE,1Story,8,1995,1996,Gable,CompShg,CemntBd,CmentBd,NA,0,3,PConc,4,3,1,6,741,1587,GasA,4,1,4,1734,0,1734,1,2,0,3,6,Typ,0,0,Attchd,2,2,528,3,3,Y,52,50,NA,WD ,Normal,239500
RL,70,8425,Pave,NA,Lvl,FR3,Sawyer,Feedr,Norm,2fmCon,1Story,5,1971,1990,Gable,CompShg,HdBoard,HdBoard,NA,0,2,CBlock,4,3,3,6,748,768,GasA,3,1,4,868,0,868,1,1,0,2,6,Typ,0,0,Detchd,1,2,576,3,3,Y,138,0,NA,WD ,Normal,119900
RL,80,10400,Pave,NA,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,7,1988,1988,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,102,2,CBlock,4,3,3,6,929,1845,GasA,3,1,4,1872,0,1872,0,2,0,2,6,Typ,1,3,Attchd,3,2,604,3,3,Y,197,39,NA,WD ,Normal,241500
RM,24,1733,Pave,NA,Lvl,Inside,Blueste,Norm,Norm,Twnhs,2Story,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,NA,0,2,CBlock,3,3,1,1,0,516,GasA,2,1,4,516,516,1032,0,1,0,2,5,Typ,1,3,Detchd,1,2,452,3,3,Y,279,0,NA,WD ,Normal,115000
RL,43,3182,Pave,NA,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,8,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,16,3,PConc,4,3,1,6,24,1256,GasA,4,1,4,1269,0,1269,0,2,0,3,6,Typ,1,3,Attchd,3,2,430,3,3,Y,146,20,NA,WD ,Normal,192000
RL,100,17500,Pave,NA,Bnk,Corner,Crawfor,PosA,Norm,1Fam,1Story,6,1954,1954,Gable,CompShg,HdBoard,HdBoard,Stone,420,2,PConc,3,3,3,2,784,1310,GasA,4,1,4,1906,0,1906,1,1,1,2,6,Typ,2,4,Basment,1,2,576,3,3,Y,0,201,NA,WD ,Normal,224000
RL,63,7584,Pave,NA,Lvl,Inside,Nonemes,Artery,Norm,1Fam,1Story,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,88,2,CBlock,3,3,1,2,531,1036,GasA,4,1,4,1036,0,1036,0,1,0,2,5,Typ,0,0,Attchd,2,1,312,3,3,Y,120,24,NA,WD ,Normal,112900
RL,80,10000,Pave,NA,Lvl,Corner,Sawyer,Feedr,Norm,1Fam,1Story,5,1961,1983,Hip,CompShg,HdBoard,HdBoard,NA,0,2,CBlock,3,3,1,4,594,864,GasA,4,1,4,1144,0,1144,1,1,0,2,6,Typ,1,3,Attchd,2,1,264,3,3,Y,165,0,Shed,WD ,Normal,131400
RL,0,12150,Pave,NA,Bnk,CulDSac,Mitchel,Norm,Norm,1Fam,SFoyer,6,1979,1979,Gable,CompShg,HdBoard,Wd Shng,NA,0,2,CBlock,4,3,3,6,1001,1001,GasA,2,1,4,1299,0,1299,1,2,0,3,5,Typ,1,1,BuiltIn,2,2,486,3,3,Y,84,0,NA,WD ,Normal,183500
